Cust_ID,Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount
821,1,0,11,54,3,4,2163
822,0,1,6,37,1,5,1508
823,1,0,8,52,1,5,1677
824,1,0,3,52,3,5,1068
825,1,0,7,53,2,2,1961
826,1,0,4,53,4,3,1747
827,1,0,5,52,2,4,1468
828,1,0,4,53,4,4,1707
829,1,0,5,53,3,3,2026
830,1,0,3,51,2,4,1412
831,1,0,5,51,1,2,824
832,1,0,6,52,2,5,1005
833,1,0,2,51,2,5,1152
834,0,1,4,38,5,4,840
835,1,0,1,51,3,4,1327
836,0,1,6,39,5,4,1821
837,1,0,7,53,2,4,1995
838,1,0,3,51,1,4,1429
839,1,0,3,52,3,5,1328
840,1,0,11,52,0,6,1936
841,1,0,3,51,2,6,1301
842,1,0,3,52,3,4,983
843,1,0,10,54,4,6,2472
844,1,0,4,53,5,4,1852
845,1,0,6,51,0,5,1066
846,1,0,10,54,4,4,2095
847,1,0,7,53,2,4,1763
848,1,0,5,52,2,6,1853
849,1,0,3,52,4,3,1419
850,1,0,4,51,1,5,1238
851,1,0,4,52,2,5,1300
852,1,0,4,52,3,4,1167
853,0,1,3,36,2,3,1063
854,0,1,5,36,1,2,1508
855,0,1,2,36,3,2,1169
856,1,0,6,53,4,4,1993
857,1,0,2,51,3,3,1166
858,1,0,8,53,3,3,1538
859,1,0,3,53,6,4,1809
860,0,1,5,38,4,3,1642
861,1,0,7,54,5,3,2279
862,0,1,0,35,5,4,1316
863,1,0,3,53,6,4,1655
864,0,1,1,36,4,5,1379
865,1,0,0,48,1,4,915
866,1,0,6,52,2,6,1840
867,1,0,6,52,2,4,1493
868,1,0,6,52,2,4,1516
869,1,0,8,53,2,5,2099
870,1,0,5,53,3,5,1968
871,0,1,5,37,2,4,1109
872,0,1,5,36,1,5,1217
873,0,1,4,37,3,4,1214
874,0,1,5,37,2,3,1131
875,1,0,5,54,5,3,1739
876,1,0,3,52,3,4,1363
877,1,0,8,54,5,3,2380
878,0,1,3,36,1,3,1181
879,1,0,6,53,3,4,1996
880,1,0,9,54,3,5,2298
881,1,0,7,54,4,6,2222
882,0,1,6,38,3,4,1743
883,1,0,6,52,2,5,1797
884,0,1,4,36,1,7,968
885,1,0,2,51,3,5,1160
886,0,1,4,37,3,3,1391
887,1,0,9,54,3,6,1910
888,1,0,8,53,3,3,1982
889,1,0,3,51,2,6,1261
890,1,0,3,51,2,4,1554
891,1,0,6,51,0,5,1558
892,0,1,3,37,3,6,1385
893,1,0,3,53,6,2,1777
894,1,0,7,53,3,5,1507
895,1,0,2,52,4,4,2153
896,0,1,7,37,1,3,1037
897,1,0,7,53,3,4,1748
898,0,1,5,36,1,5,1057
899,0,1,2,34,0,5,1067
900,1,0,7,53,2,5,1731
901,1,0,6,52,1,6,1252
902,1,0,4,52,3,5,1452
903,1,0,2,51,3,2,1122
904,1,0,5,52,2,3,1356
905,0,1,5,36,1,4,973
906,0,1,3,36,2,5,847
907,0,1,7,38,3,5,1590
908,1,0,2,51,2,5,1318
909,1,0,2,51,2,4,1028
910,1,0,3,52,3,4,1040
911,1,0,5,53,3,4,1795
912,0,1,4,37,2,4,1658
913,1,0,6,52,1,4,1228
914,0,1,4,36,1,5,783
915,1,0,10,53,1,6,1947
916,0,1,3,38,5,1,1669
917,0,1,3,36,2,5,1405
918,1,0,4,50,0,3,1392
919,1,0,7,53,2,4,1696
920,1,0,2,53,6,4,1480
921,0,1,6,37,2,5,1676
922,0,1,10,38,2,5,1627
923,1,0,12,55,5,3,2793
924,0,1,5,37,2,3,1583
925,0,1,6,37,1,4,1178
926,1,0,7,52,1,4,1808
927,0,1,8,38,3,3,1883
928,1,0,7,53,2,2,1759
929,1,0,3,52,3,4,997
930,1,0,4,53,4,4,1488
931,1,0,2,51,2,4,1044
932,1,0,6,52,2,5,1390
933,0,1,4,38,4,3,1313
934,1,0,7,52,1,4,1667
935,1,0,6,53,4,4,1854
936,1,0,6,52,2,3,1192
937,1,0,1,52,5,3,1384
938,1,0,4,53,4,3,1594
939,1,0,4,52,3,3,1605
940,1,0,7,53,3,4,1816
941,1,0,1,50,2,6,855
942,1,0,2,51,3,4,1206
943,1,0,4,51,1,3,1158
944,1,0,4,53,4,6,1456
945,0,1,10,41,8,5,3259
946,0,1,6,37,2,3,1329
947,0,1,7,39,5,4,1625
948,1,0,3,53,5,5,2173
949,0,1,7,37,1,3,1608
950,1,0,5,51,1,3,1382
951,1,0,5,51,1,3,1411
952,1,0,5,52,2,5,1267
953,0,1,4,38,4,1,1696
954,0,1,3,37,3,2,992
955,1,0,4,51,1,4,706
956,0,1,3,39,7,5,1633
957,0,1,4,37,3,6,1593
958,1,0,5,53,3,4,1102
959,1,0,5,53,4,4,1605
960,1,0,1,53,7,4,1900
961,1,0,6,52,1,5,1233
962,1,0,7,53,3,4,1584
963,1,0,4,51,1,5,1413
964,1,0,9,55,5,4,2600
965,1,0,8,55,6,3,2461
966,1,0,4,52,3,3,1667
967,1,0,3,52,3,4,1570
968,0,1,7,37,1,4,1419
969,1,0,1,51,4,3,1284
970,1,0,3,52,3,3,1377
971,0,1,6,38,4,6,1871
972,1,0,7,52,1,2,1738
973,0,1,2,36,2,3,850
974,1,0,6,52,2,5,1519
975,0,1,4,38,4,2,1684
976,0,1,4,38,5,4,1304
977,1,0,5,54,5,3,2027
978,1,0,8,52,1,3,1292
979,1,0,3,53,5,6,1691
980,1,0,3,52,4,5,1414
981,0,1,1,35,2,3,702
982,1,0,4,53,4,3,1780
983,0,1,4,40,9,5,2595
984,1,0,5,52,2,3,1441
985,1,0,8,53,3,3,2049
986,1,0,3,52,3,3,1503
987,1,0,7,53,2,3,1328
988,0,1,0,34,3,4,1149
989,1,0,5,51,1,4,1173
990,0,1,3,36,1,4,427
991,1,0,7,55,6,3,2267
992,0,1,8,36,0,6,1659
993,0,1,5,35,0,3,974
994,1,0,1,52,6,5,1831
995,1,0,3,52,3,4,1706
996,1,0,4,53,5,5,1462
997,0,1,6,38,4,3,1931
998,0,1,4,38,4,4,1592
999,1,0,5,53,4,6,1862
1000,1,0,4,53,4,5,1572
1001,1,0,8,52,1,3,1570
1002,1,0,5,53,3,5,1803
1003,1,0,7,52,1,5,1591
1004,1,0,8,53,2,3,1297
1005,1,0,3,52,3,4,1689
1006,1,0,3,52,3,3,1413
1007,1,0,7,51,0,4,1329
1008,0,1,5,39,6,4,2199
1009,0,1,5,38,3,4,1683
1010,0,1,2,37,4,4,1543
1011,1,0,6,53,4,4,1817
1012,0,1,7,39,4,4,2025
1013,0,1,1,37,5,4,1444
1014,1,0,7,54,5,6,2131
1015,1,0,6,53,3,5,1551
1016,1,0,6,52,1,4,1159
1017,1,0,6,53,4,6,1470
1018,0,1,6,37,2,4,1446
1019,1,0,8,53,2,4,1806
1020,1,0,6,52,2,4,1300
1021,1,0,3,52,4,5,1891
1022,1,0,6,53,4,4,2060
1023,0,1,5,38,3,4,1817
1024,0,1,1,35,2,3,580
1025,1,0,4,51,1,4,1130
1026,1,0,4,53,4,3,1617
1027,0,1,2,36,2,4,946
1028,0,1,6,38,4,4,1838
1029,0,1,6,38,4,4,1820
1030,1,0,4,51,1,3,644
1031,1,0,6,53,4,5,1908
1032,1,0,6,53,3,4,1654
1033,1,0,4,54,6,4,1925
1034,1,0,3,51,2,3,1363
1035,1,0,6,53,3,3,1760
1036,1,0,2,52,4,4,1518
1037,0,1,8,39,4,3,2175
1038,1,0,4,52,2,6,1143
1039,1,0,2,53,7,4,2300
1040,1,0,5,51,1,4,1274
1041,0,1,8,39,5,3,1654
1042,1,0,2,50,1,4,1523
1043,1,0,6,53,3,4,2167
1044,0,1,4,37,2,4,1549
1045,1,0,5,54,7,5,2036
1046,1,0,0,51,6,5,1889
1047,0,1,5,38,4,4,1595
1048,1,0,4,52,2,4,1151
1049,1,0,10,54,3,5,2036
1050,1,0,1,50,1,5,1034
1051,1,0,6,51,0,4,1141
1052,1,0,2,51,2,4,1317
1053,1,0,4,52,2,3,1236
1054,1,0,3,51,2,4,1308
1055,1,0,7,53,2,3,2070
1056,1,0,6,53,3,5,1656
1057,1,0,4,53,5,4,1859
1058,1,0,4,53,5,4,1874
1059,1,0,9,56,7,4,2637
1060,1,0,3,51,2,5,1355
1061,0,1,4,35,0,5,950
1062,0,1,3,38,5,2,1954
1063,1,0,10,53,2,4,2075
1064,1,0,8,55,6,2,2381
1065,1,0,7,53,3,4,1716
1066,0,1,3,36,1,6,887
1067,1,0,11,56,7,5,2558
1068,1,0,4,52,2,3,991
1069,1,0,6,54,6,3,2274
1070,1,0,2,52,4,5,1449
1071,1,0,2,51,3,4,1291
1072,1,0,3,51,2,4,1151
1073,1,0,6,52,2,4,1055
1074,1,0,2,52,4,4,1805
1075,0,1,6,39,5,4,1773
1076,0,1,8,39,5,4,1824
1077,1,0,3,52,4,3,1655
1078,1,0,4,53,5,3,1556
1079,1,0,3,51,1,3,827
1080,1,0,4,52,3,3,1269
1081,0,1,5,38,4,4,1282
1082,1,0,3,53,6,5,2030
1083,1,0,5,53,3,6,1677
1084,1,0,5,50,0,5,994
1085,1,0,4,52,3,5,1637
1086,1,0,8,54,5,6,1958
1087,1,0,8,52,1,3,1728
1088,1,0,7,53,3,4,1903
1089,0,1,5,39,5,4,1883
1090,0,1,4,39,6,5,1839
1091,0,1,9,39,3,5,1870
1092,0,1,4,38,4,6,1064
1093,1,0,3,52,4,4,1571
1094,1,0,6,53,4,4,2127
1095,1,0,5,52,2,3,1785
1096,1,0,4,53,4,3,1310
1097,1,0,3,51,2,5,1081
1098,1,0,7,54,4,6,1615
1099,0,1,7,38,2,4,1231
1100,1,0,4,52,3,5,1372
1101,0,1,4,35,0,6,702
1102,1,0,5,50,0,5,1338
1103,1,0,5,51,1,5,909
1104,1,0,4,51,1,4,1364
1105,0,1,3,36,1,4,885
1106,0,1,7,39,4,3,2082
1107,1,0,4,51,1,4,843
1108,1,0,3,52,4,4,1367
1109,1,0,2,52,5,6,1325
1110,1,0,6,53,3,4,1981
1111,1,0,2,53,7,2,1967
1112,1,0,7,54,4,5,1852
1113,1,0,7,53,3,5,2084
1114,1,0,4,52,2,6,1214
1115,1,0,7,53,2,3,1870
1116,1,0,4,53,4,6,1719
1117,1,0,6,53,4,5,2035
1118,0,1,7,37,1,3,1397
1119,1,0,8,54,4,5,1500
1120,0,1,5,37,2,3,1201
1121,0,1,1,35,1,2,679
1122,1,0,4,53,5,5,1788
1123,0,1,6,39,5,4,1518
1124,1,0,4,52,2,4,1094
1125,1,0,6,53,4,3,2193
1126,1,0,6,54,5,5,2067
1127,1,0,4,52,2,4,805
1128,0,1,7,38,3,4,1434
1129,0,1,11,40,5,4,2144
1130,0,1,4,39,6,4,2001
1131,0,1,4,38,4,4,1634
1132,1,0,7,52,1,4,1218
1133,0,1,6,38,4,5,1132
1134,0,1,3,38,5,6,1884
1135,0,1,6,38,4,4,1719
1136,1,0,5,53,3,6,1626
1137,0,1,5,38,4,4,1885
1138,0,1,6,39,5,4,2296
1139,1,0,4,54,7,5,2543
1140,1,0,5,54,6,4,2405
1141,1,0,5,52,2,3,1388
1142,0,1,5,38,4,1,1199
1143,1,0,5,53,3,4,1982
1144,1,0,6,52,2,4,1558
1145,1,0,6,52,2,4,1351
1146,1,0,4,50,0,4,1255
1147,0,1,4,36,1,6,1199
1148,1,0,2,52,5,4,1713
1149,1,0,5,54,5,2,2069
1150,1,0,3,54,7,3,1958
1151,0,1,5,38,3,3,1562
1152,0,1,5,38,4,5,1758
1153,0,1,4,36,1,5,1041
1154,0,1,7,40,7,5,2237
1155,1,0,6,52,1,4,1212
1156,1,0,6,54,5,3,1938
1157,0,1,4,37,2,3,1399
1158,1,0,5,51,1,5,1192
1159,0,1,7,39,5,3,1975
1160,1,0,2,51,2,5,1179
1161,1,0,6,53,3,4,1566
1162,1,0,8,53,2,4,1723
1163,1,0,1,52,5,4,1282
1164,1,0,7,53,3,4,1939
1165,0,1,5,37,2,6,928
1166,1,0,4,52,2,6,1022
1167,0,1,5,39,5,5,1709
1168,0,1,7,37,1,3,1060
1169,1,0,5,53,3,3,1369
1170,1,0,5,53,3,4,1477
1171,0,1,9,39,3,6,1498
1172,1,0,4,53,4,6,1499
1173,1,0,4,52,2,5,1498
1174,1,0,2,52,4,5,1278
1175,1,0,6,51,0,4,897
1176,0,1,3,38,5,2,1400
1177,1,0,7,54,5,5,2298
1178,1,0,2,51,2,4,1307
1179,1,0,1,49,0,3,666
1180,0,1,7,39,5,5,2089
1181,0,1,5,39,6,4,1864
1182,0,1,6,38,4,3,1733
1183,0,1,6,39,6,5,1653
1184,1,0,5,55,9,5,2589
1185,1,0,7,52,1,4,1601
1186,0,1,6,39,5,3,1870
1187,0,1,4,37,3,6,1027
1188,1,0,4,50,0,5,907
1189,1,0,6,53,3,4,1834
1190,1,0,5,52,2,5,1662
1191,1,0,7,54,4,4,2093
1192,1,0,5,50,0,4,1142
1193,0,1,3,37,3,3,1335
1194,1,0,6,53,4,4,2180
1195,1,0,3,51,2,3,1108
1196,1,0,6,53,3,4,1503
1197,1,0,6,51,0,4,1581
1198,1,0,6,53,3,3,2128
1199,1,0,8,53,3,5,1583
1200,1,0,9,54,3,5,2227
1201,1,0,4,51,1,5,790
1202,1,0,4,52,3,3,1701
1203,0,1,5,37,2,3,1502
1204,1,0,6,53,3,5,1633
1205,1,0,5,51,1,5,1580
1206,0,1,3,38,6,3,1495
1207,1,0,6,51,0,4,1399
1208,0,1,5,36,1,4,1404
1209,1,0,3,51,2,3,991
1210,1,0,3,50,0,5,873
1211,1,0,11,54,2,4,1744
1212,1,0,3,52,3,5,1847
1213,1,0,5,53,3,4,1304
1214,1,0,6,53,3,4,1612
1215,1,0,5,53,4,4,1784
1216,1,0,5,53,4,4,1725
1217,1,0,0,50,5,4,1496
1218,1,0,2,51,2,4,1208
1219,1,0,8,54,4,4,1905
1220,1,0,4,52,2,3,1433
1221,0,1,4,37,3,4,1442
1222,1,0,5,53,3,2,995
1223,1,0,3,52,4,4,1619
1224,1,0,6,54,6,5,1831
1225,1,0,6,53,3,4,1676
1226,1,0,5,54,5,3,2337
1227,0,1,3,36,1,5,1336
1228,0,1,4,37,2,4,786
1229,1,0,5,53,4,5,1842
1230,1,0,8,52,1,5,1647
1231,1,0,3,54,8,6,2338
1232,1,0,7,55,6,3,2144
1233,0,1,2,37,4,4,1196
1234,0,1,5,38,3,4,1345
1235,1,0,7,54,5,3,2298
1236,1,0,1,50,2,5,1099
1237,0,1,9,39,3,5,1666
1238,1,0,5,53,3,3,1443
1239,0,1,6,37,2,4,1272
1240,1,0,8,55,6,7,2039
1241,1,0,3,53,5,5,1361
1242,1,0,4,52,3,5,1921
1243,0,1,3,36,1,4,921
1244,0,1,3,36,2,4,1558
1245,1,0,7,53,2,5,1769
1246,1,0,3,52,3,4,1423
1247,1,0,6,52,2,4,1027
1248,1,0,4,52,2,4,1302
1249,0,1,7,38,3,4,1553
1250,1,0,3,53,5,5,1706
1251,1,0,6,52,1,4,1385
1252,0,1,2,37,4,3,1136
1253,1,0,8,53,3,7,1772
1254,1,0,4,53,4,4,1659
1255,0,1,5,38,3,4,1120
1256,0,1,4,39,6,3,1238
1257,1,0,2,52,4,4,1722
1258,0,1,8,39,4,4,1771
1259,0,1,4,37,3,4,1295
1260,1,0,4,52,2,3,1578
1261,1,0,6,52,1,5,1598
1262,0,1,4,36,1,4,913
1263,0,1,8,38,3,2,1579
1264,1,0,4,51,1,5,915
1265,0,1,8,39,4,4,2144
1266,1,0,4,52,2,4,1481
1267,1,0,3,50,0,6,1279
1268,1,0,6,54,6,4,2073
1269,0,1,3,35,0,4,851
1270,1,0,4,51,1,5,709
1271,1,0,5,51,1,5,936
1272,1,0,1,50,1,5,898
1273,1,0,6,52,2,5,1393
1274,1,0,6,52,2,3,1621
1275,0,1,7,38,3,4,1553
1276,1,0,6,53,3,5,1621
1277,1,0,5,53,4,3,1705
1278,1,0,5,53,3,4,1433
1279,1,0,8,53,3,2,1855
1280,1,0,6,55,7,7,2217
1281,1,0,5,52,2,5,1485
1282,0,1,2,35,1,6,1170
1283,0,1,5,38,3,4,1655
1284,0,1,3,37,4,4,1231
1285,0,1,7,38,3,4,1785
1286,0,1,3,36,1,4,503
1287,1,0,3,52,4,3,1799
1288,1,0,9,53,2,5,1955
1289,0,1,5,38,4,5,1327
1290,1,0,7,53,3,4,1781
1291,0,1,4,40,8,5,1890
1292,1,0,2,52,4,5,1223
1293,1,0,2,51,3,4,1324
1294,0,1,5,38,4,4,1185
1295,1,0,3,53,5,2,1606
1296,0,1,4,37,2,5,1151
1297,0,1,1,36,3,2,962
1298,1,0,4,53,5,5,1849
1299,1,0,6,54,5,5,1996
1300,0,1,5,36,1,5,1009
1301,1,0,8,53,2,3,1709
1302,1,0,6,52,2,3,1646
1303,1,0,2,50,1,4,620
1304,1,0,6,53,4,3,1683
1305,1,0,5,52,2,4,1391
1306,1,0,1,50,1,5,792
1307,1,0,5,51,1,1,1584
1308,1,0,4,53,4,4,1918
1309,0,1,7,37,1,5,1203
1310,1,0,4,52,3,5,999
1311,1,0,5,52,2,5,1310
1312,1,0,10,54,4,5,2348
1313,1,0,5,51,1,2,980
1314,1,0,3,52,3,4,1428
1315,1,0,3,51,2,3,1309
1316,0,1,8,37,1,4,1646
1317,1,0,9,55,5,4,2376
1318,0,1,6,37,2,6,1933
1319,1,0,1,50,1,4,711
1320,1,0,1,50,1,3,1213
1321,1,0,4,52,3,3,1519
1322,1,0,7,54,4,6,2317
1323,0,1,6,40,7,3,1740
1324,1,0,7,54,5,3,2627
1325,1,0,5,53,3,4,1649
1326,0,1,6,38,3,4,1182
1327,1,0,10,54,3,4,2122
1328,0,1,6,38,3,4,1927
1329,0,1,2,37,4,4,1607
1330,0,1,4,38,4,5,1504
1331,1,0,4,51,1,3,1472
1332,1,0,3,52,3,3,1182
1333,0,1,2,36,2,2,1041
1334,1,0,5,52,2,4,1484
1335,0,1,4,37,3,6,1028
1336,1,0,6,52,2,5,1295
1337,0,1,3,36,1,5,798
1338,0,1,6,38,3,4,1213
1339,1,0,5,52,2,3,1487
1340,1,0,6,53,4,3,1818
1341,1,0,4,52,2,5,1483
1342,1,0,4,52,3,6,1798
1343,1,0,1,51,4,3,1813
1344,1,0,6,52,1,4,1357
1345,0,1,7,39,5,4,2420
1346,1,0,4,53,4,4,1928
1347,1,0,5,53,4,3,1767
1348,1,0,7,53,2,4,1470
1349,1,0,3,53,5,5,1369
1350,0,1,6,39,6,6,2603
1351,1,0,2,52,4,3,1442
1352,0,1,5,38,3,5,1468
1353,1,0,2,50,1,3,858
1354,1,0,3,51,1,4,788
1355,1,0,9,55,6,5,2175
1356,1,0,1,50,2,6,916
1357,0,1,5,36,1,5,597
1358,0,1,11,39,2,3,1246
1359,1,0,9,54,3,3,2505
1360,1,0,6,52,1,3,1142
1361,1,0,4,53,4,5,1529
1362,1,0,4,52,3,3,2094
1363,1,0,11,54,3,6,2598
1364,0,1,4,38,4,4,1946
1365,1,0,7,52,1,6,1559
1366,0,1,4,38,4,4,1582
1367,1,0,4,53,4,5,1835
1368,0,1,4,39,6,4,1950
1369,1,0,7,53,3,4,1955
1370,0,1,8,38,2,5,1762
1371,0,1,4,37,2,4,700
1372,1,0,6,51,0,3,1015
1373,1,0,3,52,3,5,1477
1374,1,0,2,51,2,3,850
1375,1,0,8,53,2,2,1891
1376,0,1,5,38,3,4,1457
1377,1,0,7,54,5,5,1731
1378,1,0,6,53,3,3,1618
1379,0,1,5,38,3,3,1416
1380,1,0,5,53,4,3,1350
1381,0,1,4,37,2,5,1632
1382,0,1,4,38,4,5,1264
1383,1,0,7,52,1,5,1545
1384,1,0,6,52,2,6,1731
1385,1,0,3,52,4,4,1754
1386,1,0,8,53,2,4,1645
1387,0,1,3,36,2,3,1236
1388,1,0,4,54,6,5,1804
1389,0,1,9,39,3,4,1991
1390,0,1,6,37,1,6,1649
1391,1,0,8,53,2,4,2034
1392,1,0,6,52,2,5,1295
1393,1,0,5,51,1,3,1304
1394,1,0,2,51,3,5,1309
1395,1,0,6,52,1,3,1551
1396,0,1,5,38,3,3,1605
1397,0,1,4,38,4,4,1407
1398,1,0,4,53,4,5,1428
1399,1,0,7,53,3,5,1743
1400,1,0,5,53,4,3,1324
1401,1,0,1,52,5,4,1528
1402,1,0,6,52,2,3,2033
1403,1,0,5,53,4,3,1669
1404,0,1,4,39,6,4,1723
1405,1,0,9,53,2,3,1874
1406,1,0,4,52,3,6,1546
1407,1,0,5,52,2,5,1386
1408,0,1,4,38,4,4,1364
1409,0,1,7,38,3,4,1559
1410,1,0,7,54,5,4,2035
1411,0,1,4,36,1,2,1091
1412,0,1,10,38,2,4,2264
1413,1,0,6,52,2,4,1535
1414,1,0,6,53,3,3,2171
1415,0,1,7,39,4,3,1610
1416,0,1,4,37,2,4,1257
1417,0,1,3,35,0,3,675
1418,1,0,1,51,3,5,1358
1419,1,0,14,57,7,5,3152
1420,0,1,9,40,5,5,1948
1421,1,0,1,51,4,4,1564
1422,0,1,5,38,3,5,1363
1423,0,1,2,35,1,5,1239
1424,0,1,8,39,4,4,2035
1425,1,0,2,52,4,4,1480
1426,1,0,6,53,4,4,1718
1427,0,1,4,38,5,6,1691
1428,1,0,4,52,3,5,1645
1429,0,1,5,38,4,3,1561
1430,1,0,6,53,4,4,2180
1431,1,0,2,50,1,4,731
1432,0,1,3,37,3,4,1714
1433,0,1,6,36,0,3,1148
1434,1,0,4,51,1,4,1218
1435,1,0,3,51,2,3,1438
1436,1,0,2,50,1,4,913
1437,1,0,6,54,5,4,1996
1438,1,0,3,52,4,7,1452
1439,1,0,6,53,4,5,2020
1440,1,0,2,51,2,4,1420
1441,1,0,7,54,5,6,2345
1442,0,1,3,37,3,3,975
1443,1,0,8,54,4,2,2018
1444,1,0,8,53,3,4,2120
1445,1,0,7,52,1,5,1413
1446,1,0,1,51,3,3,1099
1447,1,0,2,51,3,4,1997
1448,0,1,7,36,0,4,1294
1449,1,0,4,53,4,4,1549
1450,0,1,4,37,3,5,1334
1451,1,0,3,51,1,3,1036
1452,1,0,2,50,1,5,1064
1453,0,1,6,36,0,2,820
1454,1,0,1,51,3,6,846
1455,0,1,4,38,5,4,1938
1456,1,0,8,54,4,4,1837
1457,1,0,4,51,1,5,1128
1458,0,1,3,37,3,3,1276
1459,1,0,4,52,3,4,912
1460,0,1,4,37,3,3,1210
1461,1,0,5,53,4,2,2043
1462,1,0,2,50,1,4,1328
1463,1,0,2,52,5,5,2127
1464,0,1,6,38,3,4,1933
1465,1,0,8,55,7,5,2734
1466,1,0,8,53,3,3,2224
1467,0,1,3,35,0,4,1064
1468,0,1,7,38,3,5,1850
1469,0,1,8,38,2,3,2051
1470,1,0,8,52,1,3,1046
1471,0,1,3,37,3,3,1081
1472,1,0,5,52,2,3,1892
1473,0,1,5,35,0,6,987
1474,0,1,4,38,5,7,1935
1475,0,1,5,38,4,4,1747
1476,1,0,3,51,2,3,1242
1477,0,1,5,35,0,2,1344
1478,1,0,6,54,6,4,2218
1479,0,1,5,36,1,4,989
1480,0,1,3,39,7,5,1678
1481,1,0,7,53,2,5,1413
1482,1,0,7,53,3,5,1847
1483,1,0,8,54,5,6,2290
1484,1,0,3,54,7,4,1726
1485,1,0,4,52,3,2,1067
1486,1,0,5,53,4,2,1726
1487,1,0,6,53,3,3,1010
1488,1,0,4,53,4,6,1797
1489,0,1,6,37,2,5,1048
1490,1,0,4,54,6,5,1928
1491,1,0,7,54,5,4,1715
1492,1,0,3,51,2,4,828
1493,0,1,5,35,0,3,827
1494,0,1,4,37,3,3,1493
1495,1,0,3,52,4,3,1637
1496,1,0,2,51,2,5,704
1497,1,0,7,54,4,4,1569
1498,1,0,8,54,5,4,2282
1499,1,0,6,52,2,3,1544
1500,0,1,8,38,3,4,1631
1501,1,0,3,52,3,5,1162
1502,1,0,4,53,5,4,1918
1503,1,0,6,53,3,4,1542
1504,1,0,5,52,2,4,2068
1505,1,0,9,54,3,3,1981
1506,0,1,6,37,1,4,1310
1507,0,1,6,38,3,4,1549
1508,0,1,1,36,3,3,817
1509,0,1,8,38,2,5,1250
1510,0,1,8,38,2,4,1527
1511,1,0,5,53,4,3,1405
1512,1,0,5,52,2,3,1279
1513,0,1,3,38,6,5,1572
1514,1,0,3,51,1,2,1379
1515,1,0,4,54,6,3,2022
1516,1,0,3,53,5,4,1758
1517,1,0,3,53,6,4,1782
1518,1,0,5,53,3,3,1320
1519,1,0,4,53,4,6,1711
1520,0,1,4,36,1,1,1419
1521,1,0,5,51,1,3,1459
1522,1,0,7,53,3,2,2162
1523,0,1,5,39,5,5,2009
1524,0,1,3,36,2,4,1232
1525,1,0,6,53,3,3,1847
1526,1,0,3,52,3,5,1233
1527,0,1,6,37,2,4,1426
1528,1,0,5,52,2,5,1043
1529,0,1,2,36,3,5,1061
1530,1,0,2,51,2,5,1588
1531,1,0,0,48,1,5,935
1532,1,0,10,53,2,4,2203
1533,1,0,5,52,2,2,1539
1534,1,0,7,54,4,6,2046
1535,1,0,6,53,4,5,2047
1536,0,1,5,38,3,3,868
1537,1,0,4,52,2,2,1523
1538,0,1,3,37,3,4,1122
1539,0,1,1,36,3,5,642
1540,1,0,4,51,1,2,978
1541,1,0,6,53,4,2,1605
1542,1,0,3,51,2,5,1534
1543,1,0,4,52,3,4,1415
1544,0,1,6,37,2,5,1265
1545,1,0,3,53,5,4,1494
1546,1,0,5,52,2,4,1332
1547,0,1,7,38,2,5,1211
1548,1,0,5,51,1,4,1580
1549,1,0,3,51,1,3,1085
1550,1,0,5,53,3,3,1423
1551,0,1,2,37,4,4,1273
1552,1,0,11,54,2,3,1966
1553,0,1,5,39,5,4,1727
1554,1,0,3,53,6,4,2437
1555,0,1,8,38,3,5,1976
1556,0,1,5,38,3,4,1152
1557,1,0,4,53,4,4,1904
1558,1,0,13,54,2,4,2473
1559,0,1,1,37,5,3,1979
1560,1,0,5,51,1,4,1237
1561,1,0,4,54,6,5,2093
1562,1,0,5,53,3,5,1500
1563,1,0,5,54,6,5,2724
1564,1,0,6,53,3,5,1650
1565,1,0,7,52,1,3,1535
1566,1,0,4,53,4,4,1775
1567,1,0,7,54,4,4,2073
1568,0,1,4,38,5,5,1815
1569,1,0,4,53,4,5,1708
1570,1,0,12,55,4,2,2761
1571,1,0,9,54,3,4,1577
1572,1,0,3,52,3,3,1800
1573,0,1,4,38,5,6,1282
1574,1,0,4,54,6,4,2036
1575,1,0,3,53,6,5,2024
1576,1,0,3,51,1,4,1181
1577,1,0,1,50,2,6,967
1578,1,0,10,54,3,4,2158
1579,0,1,5,39,5,5,1609
1580,1,0,8,54,5,3,1965
1581,1,0,6,52,1,4,1272
1582,0,1,2,34,0,4,508
1583,1,0,6,52,1,4,1373
1584,1,0,7,54,4,2,2266
1585,1,0,4,51,1,4,1089
1586,0,1,5,37,2,4,1287
1587,0,1,4,38,5,2,1793
1588,1,0,6,52,2,5,1440
1589,0,1,9,39,4,5,2250
1590,0,1,7,38,2,4,1189
1591,0,1,5,35,0,2,643
1592,1,0,8,53,3,5,1633
1593,1,0,3,53,5,4,1193
1594,0,1,2,36,2,2,1209
1595,1,0,7,53,3,5,1261
1596,1,0,6,53,4,4,1616
1597,1,0,9,55,5,3,2371
1598,1,0,7,54,5,3,1695
1599,1,0,4,51,1,5,1240
1600,1,0,3,51,2,4,1250
1601,1,0,7,52,1,3,2084
1602,1,0,3,51,2,5,953
1603,0,1,4,36,1,2,923
1604,0,1,9,39,4,5,1612
1605,1,0,4,52,2,4,1200
1606,1,0,4,50,0,3,1033
1607,1,0,5,53,4,4,1881
1608,0,1,3,36,2,2,805
